Id,SalePrice
1642,258793.171875
1643,259428.3125
1644,276648.40625
1645,232665.140625
1646,177575.53125
1647,171633.5
1648,140982.109375
1649,145351.515625
1650,130031.4140625
1651,133114.984375
1652,98525.7265625
1653,109080.765625
1654,163543.78125
1655,145435.765625
1656,147516.171875
1657,145975.078125
1658,149496.203125
1659,137107.90625
1660,167830.25
1661,461436.875
1662,489322.78125
1663,436897.34375
1664,597245.0
1665,342902.78125
1666,401276.0625
1667,299271.40625
1668,317137.40625
1669,330707.5625
1670,394507.84375
1671,334883.53125
1672,580287.375
1673,378858.21875
1674,292296.9375
1675,216859.953125
1676,224586.34375
1677,281408.90625
1678,464454.78125
1679,457518.53125
1680,394335.15625
1681,295380.03125
1682,382499.6875
1683,200349.09375
1684,204349.453125
1685,201126.671875
1686,202209.046875
1687,194576.171875
1688,222520.328125
1689,226377.453125
1690,236253.3125
1691,210968.828125
1692,317407.28125
1693,208181.546875
1694,211938.578125
1695,174061.171875
1696,332866.1875
1697,156744.703125
1698,421735.0625
1699,360102.0
1700,295411.3125
1701,342053.59375
1702,297522.53125
1703,279708.34375
1704,369575.34375
1705,258653.15625
1706,496240.125
1707,287175.78125
1708,237100.609375
1709,286848.3125
1710,246305.578125
1711,283505.1875
1712,309735.65625
1713,277957.03125
1714,243095.140625
1715,254867.234375
1716,219779.546875
1717,202974.625
1718,158764.828125
1719,304142.25
1720,268981.0625
1721,185820.578125
1722,161721.796875
1723,198106.8125
1724,284009.71875
1725,311328.46875
1726,232145.484375
1727,199140.21875
1728,209673.234375
1729,203183.171875
1730,172732.453125
1731,133494.984375
1732,144446.109375
1733,138164.625
1734,140232.421875
1735,167529.78125
1736,113686.7578125
1737,323103.65625
1738,246528.65625
1739,250280.984375
1740,277750.15625
1741,219466.359375
1742,203181.71875
1743,198709.859375
1744,378204.75
1745,224150.453125
1746,238420.578125
1747,277066.03125
1748,268766.28125
1749,164344.484375
1750,138650.90625
1751,273691.84375
1752,132866.453125
1753,154668.5625
1754,195025.359375
1755,184701.4375
1756,187465.9375
1757,127377.2890625
1758,170296.046875
1759,172155.609375
1760,198323.796875
1761,150455.546875
1762,206488.234375
1763,158748.21875
1764,141230.984375
1765,257938.109375
1766,191751.09375
1767,236172.78125
1768,151132.390625
1769,189044.71875
1770,162895.265625
1771,158973.390625
1772,157094.859375
1773,125661.421875
1774,130742.5078125
1775,141048.171875
1776,140594.953125
1777,118842.359375
1778,165565.609375
1779,125668.8359375
1780,187362.015625
1781,131127.203125
1782,99618.0234375
1783,181985.578125
1784,144129.046875
1785,138897.6875
1786,158976.203125
1787,191223.890625
1788,84719.1015625
1789,143324.796875
1790,106323.2265625
1791,231557.453125
1792,157816.359375
1793,160435.8125
1794,172451.0
1795,151592.171875
1796,135521.796875
1797,135832.921875
1798,128886.7890625
1799,131071.5859375
1800,145485.328125
1801,138267.109375
1802,129943.9765625
1803,183049.65625
1804,168853.484375
1805,143519.90625
1806,137408.4375
1807,142616.671875
1808,181265.734375
1809,131444.921875
1810,161268.46875
1811,79436.9765625
1812,122332.8359375
1813,150088.453125
1814,108824.765625
1815,49012.34765625
1816,107606.4453125
1817,156935.828125
1818,161055.890625
1819,172895.71875
1820,58058.81640625
1821,99520.171875
1822,170107.828125
1823,47390.93359375
1824,129311.9296875
1825,178777.328125
1826,117804.109375
1827,128953.9609375
1828,178268.859375
1829,137794.203125
1830,140355.953125
1831,162941.328125
1832,90655.0546875
1833,146851.171875
1834,168892.796875
1835,143062.984375
1836,137708.484375
1837,122270.6171875
1838,126105.515625
1839,130241.9453125
1840,200412.609375
1841,175833.390625
1842,126122.703125
1843,144028.21875
1844,141831.890625
1845,167323.78125
1846,167050.140625
1847,174195.9375
1848,47890.421875
1849,136092.984375
1850,135999.78125
1851,171209.171875
1852,140146.5625
1853,143476.4375
1854,206828.65625
1855,161191.859375
1856,295038.0
1857,178301.078125
1858,147065.203125
1859,124836.3046875
1860,143856.75
1861,124464.1171875
1862,295305.15625
1863,285691.53125
1864,285768.96875
1865,407115.0
1866,371986.96875
1867,246477.453125
1868,359582.59375
1869,234579.859375
1870,266746.75
1871,295296.1875
1872,205261.921875
1873,315410.9375
1874,187995.328125
1875,248293.71875
1876,229614.8125
1877,259405.859375
1878,214889.734375
1879,145067.375
1880,152066.921875
1881,300303.96875
1882,293744.09375
1883,229937.40625
1884,243110.125
1885,295878.53125
1886,311980.53125
1887,254013.6875
1888,315760.78125
1889,202463.296875
1890,152291.5625
1891,147236.359375
1892,139896.109375
1893,145109.03125
1894,131837.84375
1895,145443.109375
1896,142382.125
1897,147337.984375
1898,133603.375
1899,171796.984375
1900,144963.6875
1901,182498.828125
1902,187891.234375
1903,253497.5
1904,146139.234375
1905,204420.75
1906,161618.0625
1907,298812.1875
1908,110760.6640625
1909,160344.21875
1910,126741.328125
1911,211363.671875
1912,282329.15625
1913,144152.546875
1914,84426.859375
1915,312075.375
1916,69281.5703125
1917,268427.15625
1918,146609.0625
1919,170503.859375
1920,156461.234375
1921,416784.71875
1922,416892.21875
1923,243305.734375
1924,212795.875
1925,251346.09375
1926,479316.5
1927,147158.171875
1928,181592.203125
1929,138068.046875
1930,131720.953125
1931,146499.421875
1932,156660.875
1933,183734.671875
1934,204910.296875
1935,194002.296875
1936,217382.953125
1937,206702.828125
1938,201275.328125
1939,192591.0
1940,182976.3125
1941,189675.515625
1942,226641.25
1943,244147.53125
1944,364852.15625
1945,420378.3125
1946,149035.421875
1947,356968.53125
1948,227417.5
1949,219661.265625
1950,193267.203125
1951,282425.9375
1952,225459.078125
1953,205007.921875
1954,192818.578125
1955,150101.828125
1956,259031.375
1957,164775.6875
1958,338920.40625
1959,162173.703125
1960,121966.7421875
1961,141884.140625
1962,101818.3984375
1963,116728.96875
1964,109479.5390625
1965,166348.53125
1966,145340.515625
1967,389711.0
1968,508562.9375
1969,473625.15625
1970,501263.46875
1971,520581.71875
1972,448294.90625
1973,314847.28125
1974,401029.0625
1975,292607.15625
1976,333599.59375
1977,515216.65625
1978,462423.5625
1979,393850.09375
1980,283409.0
1981,418898.8125
1982,260939.6875
1983,232891.90625
1984,187453.078125
1985,321554.75
1986,280644.4375
1987,234887.0
1988,208530.859375
1989,226888.046875
1990,249367.9375
1991,252324.828125
1992,252976.109375
1993,200977.828125
1994,274874.125
1995,200847.734375
1996,347883.0
1997,320394.59375
1998,432449.96875
1999,320683.90625
2000,355363.28125
2001,273505.28125
2002,300850.5
2003,310362.71875
2004,349613.28125
2005,265900.65625
2006,261931.265625
2007,276630.09375
2008,200077.984375
2009,241038.484375
2010,246063.21875
2011,172970.203125
2012,196929.140625
2013,235081.453125
2014,204042.765625
2015,233065.515625
2016,257076.84375
2017,213719.25
2018,170271.171875
2019,152338.0
2020,112408.7578125
2021,117137.5390625
2022,190493.140625
2023,180219.140625
2024,328914.46875
2025,433225.03125
2026,197330.015625
2027,163545.734375
2028,200065.4375
2029,173095.890625
2030,247449.109375
2031,228105.765625
2032,223726.265625
2033,246628.421875
2034,191145.578125
2035,253680.296875
2036,212188.484375
2037,209253.90625
2038,276432.0625
2039,279146.53125
2040,463744.0
2041,281298.875
2042,233772.1875
2043,194803.171875
2044,162273.015625
2045,199197.265625
2046,141754.71875
2047,164518.53125
2048,143258.515625
2049,147132.671875
2050,196210.21875
2051,114232.2421875
2052,130824.6328125
2053,160765.453125
2054,145670.71875
2055,183446.734375
2056,158112.90625
2057,117679.3203125
2058,297551.28125
2059,151326.109375
2060,187271.125
2061,179461.890625
2062,139529.796875
2063,131207.671875
2064,174470.84375
2065,121361.0078125
2066,160275.15625
2067,139319.640625
2068,149120.1875
2069,94804.8203125
2070,150673.046875
2071,130815.9375
2072,190955.203125
2073,147570.171875
2074,167916.875
2075,164165.703125
2076,138784.0625
2077,166524.34375
2078,132204.875
2079,141494.921875
2080,117916.4140625
2081,154932.015625
2082,140454.515625
2083,174313.46875
2084,114614.953125
2085,125597.0703125
2086,112005.8671875
2087,130582.6953125
2088,93686.1640625
2089,81051.6640625
2090,151771.859375
2091,112068.7734375
2092,135996.390625
2093,148206.515625
2094,151742.09375
2095,139609.140625
2096,96061.5703125
2097,130877.4921875
2098,160257.46875
2099,52712.15234375
2100,124510.7578125
2101,129473.6015625
2102,140057.046875
2103,128231.4453125
2104,133342.046875
2105,146270.203125
2106,63332.1875
2107,204086.71875
2108,138071.984375
2109,121149.6953125
2110,149294.546875
2111,189542.75
2112,161667.828125
2113,134979.484375
2114,121228.734375
2115,203031.578125
2116,116002.6328125
2117,151498.3125
2118,125825.8515625
2119,135330.109375
2120,146568.640625
2121,95109.9453125
2122,114452.1171875
2123,81289.28125
2124,202695.03125
2125,145960.640625
2126,193635.78125
2127,163632.78125
2128,155431.078125
2129,132401.90625
2130,140222.421875
2131,122437.6328125
2132,134493.796875
2133,144545.046875
2134,123364.8671875
2135,80757.125
2136,79468.6015625
2137,131088.453125
2138,130601.2578125
2139,161197.953125
2140,157179.859375
2141,147116.640625
2142,159428.5
2143,170897.375
2144,169805.390625
2145,201474.453125
2146,147517.640625
2147,145046.140625
2148,172900.203125
2149,146856.84375
2150,208241.46875
2151,115442.1484375
2152,165103.375
2153,208565.359375
2154,110443.6953125
2155,166441.578125
2156,321276.5625
2157,257286.546875
2158,310619.21875
2159,226714.203125
2160,208092.046875
2161,262372.28125
2162,447146.34375
2163,345964.6875
2164,284387.625
2165,226495.453125
2166,168709.328125
2167,253387.21875
2168,265734.0
2169,242890.90625
2170,241240.78125
2171,151735.859375
2172,140278.125
2173,163108.1875
2174,267588.96875
2175,333754.96875
2176,359095.09375
2177,313561.09375
2178,237599.140625
2179,174727.046875
2180,213312.234375
2181,205728.890625
2182,288915.5625
2183,209909.578125
2184,136326.71875
2185,135473.53125
2186,157515.046875
2187,166384.703125
2188,173616.40625
2189,328640.3125
2190,83917.3828125
2191,56815.5546875
2192,89252.8828125
2193,116979.609375
2194,125056.1328125
2195,141888.390625
2196,131489.890625
2197,152911.5
2198,150286.390625
2199,156130.265625
2200,165031.125
2201,159381.671875
2202,227495.9375
2203,204241.203125
2204,270438.46875
2205,146082.328125
2206,135536.640625
2207,216208.890625
2208,321628.6875
2209,255721.4375
2210,116591.6015625
2211,114693.0078125
2212,125560.296875
2213,107643.171875
2214,133126.078125
2215,107664.703125
2216,177335.6875
2217,85691.0703125
2218,75076.9609375
2219,54760.91015625
2220,95353.2109375
2221,312944.65625
2222,270644.53125
2223,289933.40625
2224,249195.765625
2225,137155.671875
2226,204782.328125
2227,215042.78125
2228,363419.71875
2229,329648.125
2230,172341.65625
2231,240383.046875
2232,193456.859375
2233,219424.859375
2234,268353.09375
2235,262001.0625
2236,329213.09375
2237,421293.59375
2238,205723.234375
2239,94480.6328125
2240,177979.890625
2241,157178.109375
2242,134732.9375
2243,133187.515625
2244,147589.578125
2245,121376.015625
2246,161290.953125
2247,139690.546875
2248,151871.828125
2249,134365.828125
2250,152663.640625
2251,198093.578125
2252,201748.203125
2253,148469.84375
2254,182356.046875
2255,208501.609375
2256,197565.34375
2257,242994.703125
2258,195153.375
2259,221352.953125
2260,203816.765625
2261,212675.828125
2262,249405.765625
2263,401315.875
2264,495748.28125
2265,193043.984375
2266,318923.875
2267,447608.46875
2268,384742.21875
2269,151041.40625
2270,209101.15625
2271,265486.71875
2272,209986.71875
2273,184978.859375
2274,196587.609375
2275,192068.359375
2276,195058.0625
2277,210477.546875
2278,148669.984375
2279,123662.4765625
2280,134370.6875
2281,175895.734375
2282,250780.984375
2283,111010.7421875
2284,101458.4765625
2285,149641.0625
2286,128948.734375
2287,409649.96875
2288,279241.84375
2289,505940.53125
2290,518093.59375
2291,397989.375
2292,461639.625
2293,511363.84375
2294,502162.53125
2295,492824.8125
2296,423591.1875
2297,362009.59375
2298,453713.28125
2299,419098.71875
2300,437737.71875
2301,340773.84375
2302,317664.0
2303,280423.875
2304,300853.53125
2305,222282.390625
2306,210989.1875
2307,209539.609375
2308,228755.421875
2309,316271.0
2310,241839.234375
2311,260381.171875
2312,197908.015625
2313,210731.28125
2314,207293.421875
2315,213842.984375
2316,220682.671875
2317,212769.171875
2318,197301.234375
2319,199403.078125
2320,192976.578125
2321,347348.53125
2322,230416.046875
2323,204998.078125
2324,210255.296875
2325,245042.484375
2326,181630.703125
2327,240554.953125
2328,273083.84375
2329,225479.9375
2330,199059.6875
2331,432811.125
2332,485237.15625
2333,413728.15625
2334,312008.78125
2335,318006.28125
2336,435102.875
2337,258409.28125
2338,358579.46875
2339,263219.21875
2340,507013.03125
2341,241030.5
2342,269839.84375
2343,257249.984375
2344,274573.96875
2345,274861.09375
2346,256340.328125
2347,285321.34375
2348,277369.90625
2349,195135.28125
2350,296941.09375
2351,302088.9375
2352,278808.40625
2353,269426.28125
2354,144901.078125
2355,179223.984375
2356,197870.015625
2357,236447.171875
2358,256745.859375
2359,156367.765625
2360,127824.3671875
2361,156957.421875
2362,394008.625
2363,152573.796875
2364,189589.625
2365,224930.546875
2366,206603.265625
2367,240996.671875
2368,235680.671875
2369,255992.453125
2370,161528.015625
2371,184926.203125
2372,211642.21875
2373,294207.09375
2374,325565.0625
2375,302395.125
2376,370973.59375
2377,409804.28125
2378,176032.046875
2379,261390.78125
2380,162291.828125
2381,175706.5
2382,204661.734375
2383,227967.375
2384,301021.40625
2385,163052.90625
2386,141665.546875
2387,152193.265625
2388,96601.7421875
2389,147073.96875
2390,163070.421875
2391,163113.203125
2392,138178.671875
2393,174944.109375
2394,150967.125
2395,239442.921875
2396,158821.125
2397,254627.890625
2398,146265.984375
2399,107507.90625
2400,66229.8828125
2401,137838.640625
2402,142624.703125
2403,145712.671875
2404,173134.3125
2405,176836.296875
2406,213406.765625
2407,143915.765625
2408,149212.5
2409,132058.046875
2410,202566.59375
2411,128933.5546875
2412,174442.859375
2413,141142.640625
2414,172607.9375
2415,118094.7421875
2416,153024.734375
2417,141565.359375
2418,156209.203125
2419,138800.671875
2420,153601.109375
2421,167818.578125
2422,129278.3203125
2423,171622.09375
2424,180557.125
2425,272277.6875
2426,143457.75
2427,173658.109375
2428,193468.46875
2429,124487.9765625
2430,152504.671875
2431,141235.453125
2432,174060.21875
2433,178794.390625
2434,160932.71875
2435,160641.40625
2436,95120.5
2437,124717.8203125
2438,140252.765625
2439,115258.2109375
2440,120397.4296875
2441,107220.8984375
2442,139935.90625
2443,133225.0
2444,178300.828125
2445,106293.2421875
2446,159176.828125
2447,190977.203125
2448,146673.0
2449,120114.3359375
2450,170164.453125
2451,161346.40625
2452,219832.5
2453,88095.96875
2454,128907.7734375
2455,139457.640625
2456,140147.65625
2457,143531.25
2458,149234.421875
2459,128747.46875
2460,156599.984375
2461,134471.015625
2462,156247.921875
2463,132004.359375
2464,207990.015625
2465,158065.953125
2466,133114.109375
2467,132221.796875
2468,79060.671875
2469,90098.1015625
2470,217621.21875
2471,214642.734375
2472,220933.328125
2473,117499.140625
2474,80984.171875
2475,278116.28125
2476,138640.203125
2477,128069.09375
2478,150456.765625
2479,149805.21875
2480,177314.96875
2481,165810.375
2482,141858.328125
2483,141409.828125
2484,152386.15625
2485,129025.5
2486,172465.359375
2487,261720.234375
2488,173726.421875
2489,167681.9375
2490,159020.71875
2491,93009.671875
2492,213631.265625
2493,168830.765625
2494,171766.296875
2495,103672.7109375
2496,203219.390625
2497,179436.046875
2498,129261.3125
2499,95688.296875
2500,136973.546875
2501,146740.375
2502,153247.140625
2503,124127.4296875
2504,204658.09375
2505,337048.84375
2506,266156.78125
2507,287866.21875
2508,270998.21875
2509,257585.078125
2510,246124.765625
2511,193676.9375
2512,240630.78125
2513,279887.75
2514,304236.21875
2515,179994.46875
2516,234600.71875
2517,162715.515625
2518,169322.109375
2519,258871.3125
2520,246318.515625
2521,222403.140625
2522,274778.21875
2523,126156.03125
2524,151659.390625
2525,150296.234375
2526,164067.265625
2527,152327.875
2528,152429.84375
2529,142317.046875
2530,130966.6171875
2531,295156.25
2532,281298.09375
2533,222375.875
2534,237415.984375
2535,385033.46875
2536,271850.03125
2537,291146.28125
2538,213764.515625
2539,218389.5
2540,201633.703125
2541,209374.0
2542,201984.515625
2543,129559.0078125
2544,138313.984375
2545,190726.78125
2546,138399.203125
2547,131840.390625
2548,135779.703125
2549,198093.984375
2550,152294.609375
2551,168986.640625
2552,141062.46875
2553,92587.5234375
2554,103925.5234375
2555,131129.140625
2556,120401.78125
2557,110218.984375
2558,133120.421875
2559,142824.421875
2560,165239.765625
2561,142320.015625
2562,137134.109375
2563,169302.8125
2564,192727.875
2565,159836.453125
2566,201309.296875
2567,183047.984375
2568,223712.078125
2569,233057.640625
2570,113213.3984375
2571,244011.0
2572,187645.078125
2573,257004.28125
2574,236032.328125
2575,148305.015625
2576,172346.28125
2577,172195.34375
2578,57083.44140625
2579,48912.30078125
2580,116403.4375
2581,150344.953125
2582,145404.578125
2583,302024.59375
2584,184890.9375
2585,225414.421875
2586,268195.28125
2587,214966.328125
2588,186067.828125
2589,164878.015625
2590,220910.671875
2591,287932.40625
2592,275036.75
2593,264063.65625
2594,173561.515625
2595,220425.28125
2596,392559.03125
2597,214717.875
2598,374587.46875
2599,381977.71875
2600,240035.65625
2601,155285.609375
2602,78931.4296875
2603,116136.1328125
2604,89710.71875
2605,68613.59375
2606,166693.890625
2607,216203.921875
2608,250878.984375
2609,182050.265625
2610,116643.2265625
2611,137304.859375
2612,174497.015625
2613,143219.765625
2614,145270.609375
2615,181113.40625
2616,196524.015625
2617,257854.34375
2618,129101.1796875
2619,239633.234375
2620,203214.96875
2621,205499.90625
2622,199098.390625
2623,299428.46875
2624,320835.78125
2625,311543.65625
2626,171296.703125
2627,172120.984375
2628,427547.40625
2629,423793.96875
2630,428010.375
2631,426533.65625
2632,337687.96875
2633,347708.25
2634,309164.09375
2635,167374.484375
2636,191408.28125
2637,182031.796875
2638,306541.71875
2639,221081.921875
2640,169804.703125
2641,123924.59375
2642,268195.90625
2643,104158.34375
2644,137517.265625
2645,108913.0703125
2646,88991.390625
2647,115979.890625
2648,156031.78125
2649,152112.71875
2650,145255.984375
2651,160397.3125
2652,469960.875
2653,310260.90625
2654,280387.03125
2655,498207.53125
2656,382840.65625
2657,407642.71875
2658,361613.78125
2659,412409.5
2660,388566.21875
2661,502923.40625
2662,442910.09375
2663,363353.09375
2664,305242.21875
2665,431400.03125
2666,361713.40625
2667,201940.078125
2668,207979.625
2669,211850.890625
2670,339207.09375
2671,212519.703125
2672,244493.890625
2673,282768.96875
2674,265749.375
2675,248252.390625
2676,224696.953125
2677,226354.328125
2678,293477.0625
2679,357492.46875
2680,371060.21875
2681,553422.5625
2682,401939.40625
2683,512887.34375
2684,405314.15625
2685,390472.53125
2686,325678.84375
2687,355723.28125
2688,292697.5625
2689,250671.890625
2690,506590.03125
2691,226332.25
2692,183247.890625
2693,263412.09375
2694,150969.03125
2695,242351.90625
2696,225090.46875
2697,250717.546875
2698,190619.015625
2699,257787.890625
2700,205086.609375
2701,206225.015625
2702,121117.8359375
2703,124829.6640625
2704,168810.890625
2705,152544.28125
2706,126854.1171875
2707,149374.921875
2708,201405.296875
2709,119461.3671875
2710,179710.78125
2711,248551.78125
2712,429468.09375
2713,203128.171875
2714,156737.890625
2715,207076.796875
2716,207558.734375
2717,255421.734375
2718,289309.59375
2719,179626.390625
2720,172052.390625
2721,136460.5
2722,176368.546875
2723,169813.5625
2724,141795.515625
2725,145109.984375
2726,152317.0625
2727,205400.8125
2728,185871.640625
2729,157370.015625
2730,140852.984375
2731,139117.359375
2732,150363.03125
2733,161848.328125
2734,146371.453125
2735,151811.875
2736,187706.484375
2737,139168.390625
2738,144725.234375
2739,177035.90625
2740,152238.59375
2741,182209.484375
2742,175932.46875
2743,164639.125
2744,153254.734375
2745,197099.0625
2746,134636.84375
2747,173585.984375
2748,129029.65625
2749,146865.34375
2750,144931.078125
2751,145914.609375
2752,193180.796875
2753,204827.40625
2754,330204.15625
2755,166478.671875
2756,134770.828125
2757,88222.1484375
2758,123787.421875
2759,165946.390625
2760,172389.21875
2761,147976.078125
2762,170174.765625
2763,221683.890625
2764,130048.1015625
2765,314081.84375
2766,174046.546875
2767,89342.375
2768,109519.296875
2769,151134.484375
2770,149532.046875
2771,117464.5625
2772,140202.265625
2773,181050.265625
2774,128966.015625
2775,130876.6328125
2776,168860.828125
2777,142176.953125
2778,147187.109375
2779,127911.6953125
2780,109689.6796875
2781,104712.3359375
2782,92880.09375
2783,124758.0234375
2784,138160.703125
2785,158457.453125
2786,87712.921875
2787,156940.296875
2788,58446.1015625
2789,204957.109375
2790,94974.515625
2791,100249.5625
2792,60982.24609375
2793,211640.5
2794,108350.3359375
2795,145580.265625
2796,129137.9765625
2797,367225.71875
2798,118160.6796875
2799,144466.359375
2800,89893.4453125
2801,95103.0859375
2802,137854.109375
2803,180924.9375
2804,165082.515625
2805,96868.1796875
2806,95403.3046875
2807,169352.234375
2808,170095.921875
2809,140864.390625
2810,134371.765625
2811,184048.546875
2812,191305.921875
2813,171152.328125
2814,170289.359375
2815,109798.46875
2816,234510.515625
2817,167646.515625
2818,132295.625
2819,223408.890625
2820,167639.984375
2821,112484.453125
2822,232181.03125
2823,393503.625
2824,175555.015625
2825,157439.03125
2826,149774.734375
2827,172599.78125
2828,302114.9375
2829,189450.359375
2830,280887.84375
2831,209448.265625
2832,316531.90625
2833,325206.0
2834,254067.671875
2835,238539.140625
2836,240026.796875
2837,165066.140625
2838,187422.984375
2839,213635.328125
2840,244058.84375
2841,247669.34375
2842,278020.28125
2843,160922.171875
2844,181068.890625
2845,131366.25
2846,250103.78125
2847,242362.375
2848,250987.578125
2849,243737.09375
2850,340622.96875
2851,259202.578125
2852,277689.25
2853,341101.6875
2854,169336.703125
2855,253516.796875
2856,229677.140625
2857,216399.859375
2858,216405.078125
2859,135142.578125
2860,140764.5
2861,146062.921875
2862,226679.34375
2863,172626.03125
2864,304839.21875
2865,143190.0625
2866,164939.625
2867,105540.453125
2868,109680.1328125
2869,101788.796875
2870,154867.578125
2871,88758.7265625
2872,46529.69921875
2873,116427.171875
2874,152691.609375
2875,133492.703125
2876,168966.0625
2877,153022.625
2878,190877.140625
2879,154215.703125
2880,105649.1328125
2881,158681.109375
2882,231797.015625
2883,194448.515625
2884,273101.875
2885,224043.265625
2886,257964.453125
2887,90531.5078125
2888,140882.359375
2889,45815.77734375
2890,84602.2890625
2891,176215.875
2892,47210.66015625
2893,80455.5078125
2894,70902.1171875
2895,398426.90625
2896,282816.875
2897,207197.46875
2898,145259.828125
2899,215284.421875
2900,184792.90625
2901,318486.4375
2902,224033.828125
2903,366427.75
2904,452976.84375
2905,115584.25
2906,177227.0625
2907,122400.453125
2908,151006.421875
2909,168343.265625
2910,79071.5078125
2911,82249.2890625
2912,176415.953125
2913,83279.4921875
2914,79679.9609375
2915,90359.96875
2916,92024.9140625
2917,191997.9375
2918,121714.09375
2919,229353.515625
